,datestamp,energy,unique_meter_seqid,wind_observation_direction_angle,sky_condition_observation_ceiling_height_dimension,visibility_observation_distance_dimension,air_temperature,air_pressure,dew_point_temperature
18251,2017-05-30 12:00:00,553.5,2517,140.0,274.0,16046.5,13.6,1021.45,11.1
18252,2017-05-30 13:00:00,559.0,2517,110.0,365.5,16093.0,15.3,5510.75,11.7
18253,2017-05-30 14:00:00,544.5,2517,110.0,427.0,16093.0,16.1,1021.3,11.7
18254,2017-05-30 15:00:00,536.0,2517,123.3333333333,457.0,16062.0,16.3,4014.2333333333,11.5
18255,2017-05-30 16:00:00,515.5,2517,140.0,488.0,16093.0,16.7,1021.4,11.7
18256,2017-05-30 17:00:00,482.0,2517,160.0,488.0,16093.0,15.6,1020.6,11.7
18257,2017-05-30 18:00:00,444.5,2517,143.3333333333,350.5,14452.6666666667,15.4,4013.4666666667,11.6666666667
18258,2017-05-30 19:00:00,414.0,2517,130.0,427.0,16093.0,15.6,1019.9,12.2
18259,2017-05-30 20:00:00,363.5,2517,135.0,487.5,16093.0,15.85,5509.6,11.95
18260,2017-05-30 21:00:00,334.5,2517,130.0,457.0,16046.5,15.85,1019.5,11.7
18261,2017-05-30 22:00:00,330.5,2517,135.0,426.5,16093.0,15.0,5509.75,11.7
18262,2017-05-30 23:00:00,324.5,2517,150.0,366.0,16093.0,15.0,1019.6,12.2
18263,2017-05-31 00:00:00,316.0,2517,132.5,233.3333333333,6212.75,14.45,5509.775,12.55
18264,2017-05-31 01:00:00,314.5,2517,130.0,162.3333333333,3487.0,14.6666666667,7006.5666666667,13.2
18265,2017-05-31 02:00:00,312.0,2517,120.0,152.0,3219.0,14.4,1019.7,13.9
18266,2017-05-31 03:00:00,314.0,2517,135.0,162.3333333333,3214.25,14.4,5509.65,13.75
18267,2017-05-31 04:00:00,313.5,2517,115.0,122.0,3219.0,14.4,7006.1666666667,13.9
18268,2017-05-31 05:00:00,327.0,2517,100.0,122.0,3219.0,15.0,1017.9,13.9
18269,2017-05-31 06:00:00,368.5,2517,93.3333333333,91.0,3212.6666666667,14.6,4011.7,13.9
18270,2017-05-31 07:00:00,569.0,2517,93.3333333333,81.0,3219.0,14.6,7005.5666666667,14.4
18271,2017-05-31 08:00:00,633.0,2517,60.0,91.0,3219.0,15.0,1016.7,14.4
18272,2017-05-31 09:00:00,678.0,2517,45.0,71.0,2711.0,14.7,5508.45,14.4
18273,2017-05-31 10:00:00,692.0,2517,110.0,115.6,2092.0,14.32,8203.46,13.92
18274,2017-05-31 11:00:00,697.5,2517,53.3333333333,192.6666666667,3755.0,14.2666666667,7005.8,13.9333333333
18275,2017-05-31 12:00:00,712.5,2517,48.0,388.75,9490.4,15.12,6407.02,13.9
18276,2017-05-31 13:00:00,720.5,2517,50.0,213.0,13679.0,15.6,5508.7,14.15
18277,2017-05-31 14:00:00,723.5,2517,63.3333333333,15124.0,16093.0,16.8,7005.4666666667,14.2666666667
18278,2017-05-31 15:00:00,738.0,2517,50.0,7010.0,16046.5,17.5,1016.45,14.7
18279,2017-05-31 16:00:00,736.0,2517,40.0,22000.0,16093.0,19.4,1015.7,15.6
18280,2017-05-31 17:00:00,657.0,2517,50.0,7315.0,16093.0,22.2,1015.3,16.1
18281,2017-05-31 18:00:00,577.5,2517,125.0,4572.0,16046.5,22.75,1015.05,16.4
18282,2017-05-31 19:00:00,544.0,2517,230.0,4572.0,16093.0,23.9,1013.9,15.6
18283,2017-05-31 20:00:00,482.0,2517,210.0,7620.0,16093.0,24.4,1013.2,14.4
18284,2017-05-31 21:00:00,439.0,2517,205.0,22000.0,16046.5,24.7,1013.0,15.0
18285,2017-05-31 22:00:00,417.5,2517,170.0,22000.0,16093.0,23.3,1012.9,16.1
18286,2017-05-31 23:00:00,406.5,2517,180.0,22000.0,16093.0,20.6,1013.0,15.6
18287,2017-06-01 00:00:00,420.5,2517,185.0,14810.0,16046.5,19.75,1013.0,15.6
18288,2017-06-01 01:00:00,415.0,2517,190.0,7620.0,16093.0,18.95,5506.8,16.05
18289,2017-06-01 02:00:00,410.5,2517,120.0,14810.0,16093.0,18.6,5506.7,15.85
18290,2017-06-01 03:00:00,405.0,2517,50.0,22000.0,16046.5,17.8,1013.75,15.6
18291,2017-06-01 04:00:00,386.5,2517,50.0,22000.0,16093.0,17.8,7004.7,13.3
18292,2017-06-01 05:00:00,386.5,2517,10.0,22000.0,16093.0,16.7,1013.8,12.8
18293,2017-06-01 06:00:00,440.5,2517,20.0,14810.0,16046.5,16.4,1013.95,13.05
18294,2017-06-01 07:00:00,508.0,2517,45.0,2296.0,16093.0,16.2666666667,7004.5333333333,13.2
18295,2017-06-01 08:00:00,640.0,2517,,22000.0,16093.0,16.1,1013.6,13.9
18296,2017-06-01 09:00:00,691.0,2517,150.0,22000.0,16046.5,16.4,1013.7,13.9
18297,2017-06-01 10:00:00,717.0,2517,,7620.0,16093.0,17.2,1014.1,14.4
18298,2017-06-01 11:00:00,738.5,2517,190.0,7620.0,16093.0,17.8,1013.9,15.0
18299,2017-06-01 12:00:00,753.5,2517,190.0,7620.0,15242.0,18.6,1014.05,15.3
18300,2017-06-01 13:00:00,755.5,2517,180.0,7620.0,16093.0,21.1,1013.7,15.6
18301,2017-06-01 14:00:00,757.5,2517,230.0,22000.0,16093.0,22.8,1013.4,12.2
18302,2017-06-01 15:00:00,757.0,2517,260.0,22000.0,16046.5,23.6,1013.2,12.5
18303,2017-06-01 16:00:00,719.5,2517,230.0,2438.0,16093.0,25.6,1012.4,10.0
18304,2017-06-01 17:00:00,637.5,2517,300.0,22000.0,16093.0,25.6,1011.8,9.4
18305,2017-06-01 18:00:00,573.5,2517,280.0,22000.0,16046.5,26.4,1011.6,8.3
18306,2017-06-01 19:00:00,538.5,2517,310.0,22000.0,16093.0,27.2,1011.3,7.2
18307,2017-06-01 20:00:00,490.5,2517,280.0,22000.0,16093.0,26.1,1011.2,6.7
18308,2017-06-01 21:00:00,449.5,2517,280.0,22000.0,16046.5,26.1,1011.3,6.95
18309,2017-06-01 22:00:00,437.5,2517,290.0,22000.0,16093.0,25.0,1011.6,8.9
18310,2017-06-01 23:00:00,424.5,2517,280.0,22000.0,16093.0,24.4,1011.7,7.8
18311,2017-06-02 00:00:00,423.5,2517,270.0,22000.0,16046.5,24.4,1011.95,7.25
18312,2017-06-02 01:00:00,412.5,2517,250.0,22000.0,16093.0,23.9,1013.0,5.6
18313,2017-06-02 02:00:00,407.5,2517,240.0,22000.0,16093.0,23.3,1013.2,5.6
18314,2017-06-02 03:00:00,398.5,2517,240.0,22000.0,16046.5,22.75,1013.2,6.15
18315,2017-06-02 04:00:00,391.0,2517,320.0,22000.0,16093.0,20.3,7004.5666666667,7.5
18316,2017-06-02 05:00:00,380.5,2517,350.0,22000.0,16093.0,18.3,1014.3,8.9
18317,2017-06-02 06:00:00,428.5,2517,185.0,22000.0,16046.5,17.75,1014.45,8.9
18318,2017-06-02 07:00:00,575.0,2517,,22000.0,16093.0,16.7,1015.0,8.9
18319,2017-06-02 08:00:00,638.0,2517,10.0,22000.0,16093.0,16.7,1014.9,7.2
18320,2017-06-02 09:00:00,695.0,2517,10.0,22000.0,16046.5,16.4,1015.0,7.2
18321,2017-06-02 10:00:00,724.0,2517,,22000.0,16093.0,17.2,1015.1,6.7
18322,2017-06-02 11:00:00,737.5,2517,,22000.0,16093.0,18.9,1015.2,7.2
18323,2017-06-02 12:00:00,738.0,2517,210.0,22000.0,16046.5,19.45,1015.25,6.65
18324,2017-06-02 13:00:00,737.5,2517,230.0,22000.0,16093.0,21.7,1015.0,5.0
18325,2017-06-02 14:00:00,718.5,2517,220.0,7620.0,16093.0,21.7,1014.6,4.4
18326,2017-06-02 15:00:00,719.0,2517,220.0,22000.0,16046.5,22.5,1014.25,3.85
18327,2017-06-02 16:00:00,689.5,2517,200.0,22000.0,16093.0,22.8,1012.9,8.3
18328,2017-06-02 17:00:00,618.0,2517,220.0,22000.0,16093.0,25.0,1012.5,6.1
18329,2017-06-02 18:00:00,556.5,2517,240.0,12676.5,16046.5,24.7,1012.1,4.7
18330,2017-06-02 19:00:00,518.0,2517,340.0,22000.0,16093.0,24.15,5505.6,3.6
18331,2017-06-02 20:00:00,477.5,2517,300.0,22000.0,16093.0,24.4,1011.5,3.9
18332,2017-06-02 21:00:00,433.0,2517,300.0,22000.0,16046.5,24.15,1011.5,2.8
18333,2017-06-02 22:00:00,419.5,2517,330.0,22000.0,16093.0,22.8,1011.9,4.4
18334,2017-06-02 23:00:00,386.5,2517,330.0,22000.0,16093.0,21.7,1012.6,4.4
18335,2017-06-03 00:00:00,347.5,2517,335.0,22000.0,16046.5,21.15,1013.0,4.4
18336,2017-06-03 01:00:00,313.5,2517,350.0,22000.0,16093.0,19.4,1014.2,5.0
18337,2017-06-03 02:00:00,315.0,2517,340.0,22000.0,16093.0,18.9,1014.9,4.4
18338,2017-06-03 03:00:00,312.0,2517,350.0,22000.0,16046.5,18.35,1014.9,4.4
18339,2017-06-03 04:00:00,310.0,2517,340.0,22000.0,16093.0,17.2,5507.35,4.4
18340,2017-06-03 05:00:00,315.0,2517,,22000.0,16093.0,17.2,1014.5,5.0
18341,2017-06-03 06:00:00,323.5,2517,280.0,22000.0,16046.5,16.95,1014.55,4.45
18342,2017-06-03 07:00:00,341.5,2517,310.0,22000.0,16093.0,16.7,1014.5,5.6
18343,2017-06-03 08:00:00,356.5,2517,,5486.0,16093.0,16.1,1014.2,6.1
18344,2017-06-03 09:00:00,365.5,2517,230.0,4572.0,16046.5,16.4,1014.3,5.55
18345,2017-06-03 10:00:00,371.0,2517,230.0,6096.0,16093.0,17.2,1015.2,5.0
18346,2017-06-03 11:00:00,375.5,2517,270.0,1981.0,16093.0,15.0,1015.8,7.2
18347,2017-06-03 12:00:00,373.5,2517,255.0,3048.0,16046.5,15.55,1015.3,7.2
18348,2017-06-03 13:00:00,377.5,2517,270.0,4572.0,16093.0,16.7,1014.9,7.8
18349,2017-06-03 14:00:00,373.5,2517,290.0,22000.0,16093.0,17.8,1014.5,8.3
18350,2017-06-03 15:00:00,370.5,2517,310.0,1829.0,16046.5,18.9,1014.3,7.2
18351,2017-06-03 16:00:00,370.0,2517,350.0,2286.0,16093.0,19.4,1014.0,5.0
18352,2017-06-03 17:00:00,359.0,2517,300.0,7620.0,16093.0,20.6,1013.7,5.0
18353,2017-06-03 18:00:00,356.5,2517,310.0,22000.0,16046.5,21.4,1013.6,4.45
18354,2017-06-03 19:00:00,353.5,2517,310.0,22000.0,16093.0,22.8,1013.3,3.9
18355,2017-06-03 20:00:00,347.5,2517,290.0,22000.0,16093.0,22.8,1013.2,3.3
18356,2017-06-03 21:00:00,418.5,2517,305.0,22000.0,16046.5,22.8,1013.15,3.85
18357,2017-06-03 22:00:00,402.5,2517,310.0,22000.0,16093.0,22.8,1013.5,5.6
18358,2017-06-03 23:00:00,374.0,2517,320.0,22000.0,16093.0,22.2,1014.1,5.0
18359,2017-06-04 00:00:00,318.0,2517,320.0,22000.0,16046.5,21.65,1014.3,5.55
18360,2017-06-04 01:00:00,316.0,2517,320.0,22000.0,16093.0,20.6,1015.1,6.7
18361,2017-06-04 02:00:00,312.0,2517,320.0,22000.0,16093.0,20.0,1015.0,7.8
18362,2017-06-04 03:00:00,309.5,2517,315.0,22000.0,16046.5,19.7,1015.2,7.25
18363,2017-06-04 04:00:00,309.0,2517,310.0,22000.0,16093.0,18.9,5507.85,6.1
18364,2017-06-04 05:00:00,311.0,2517,330.0,22000.0,16093.0,18.3,1015.9,5.0
18365,2017-06-04 06:00:00,323.0,2517,345.0,22000.0,16046.5,17.75,1016.0,5.0
18366,2017-06-04 07:00:00,355.0,2517,,22000.0,16093.0,16.7,1016.0,6.1
18367,2017-06-04 08:00:00,473.5,2517,300.0,22000.0,16093.0,16.1,1016.2,6.7
18368,2017-06-04 09:00:00,472.0,2517,295.0,22000.0,16046.5,16.1,1016.25,6.15
18369,2017-06-04 10:00:00,466.0,2517,320.0,22000.0,16093.0,16.7,1016.5,6.1
18370,2017-06-04 11:00:00,460.5,2517,320.0,22000.0,16093.0,18.3,1016.5,6.1
18371,2017-06-04 12:00:00,456.5,2517,320.0,22000.0,16046.5,19.15,1016.5,6.4
18372,2017-06-04 13:00:00,454.5,2517,70.0,22000.0,16093.0,21.1,1016.1,6.1
18373,2017-06-04 14:00:00,445.0,2517,190.0,22000.0,16093.0,21.1,1015.8,5.6
18374,2017-06-04 15:00:00,447.0,2517,195.0,3658.0,16046.5,20.85,1015.6,5.85
18375,2017-06-04 16:00:00,443.0,2517,170.0,3353.0,16093.0,20.0,1014.5,6.7
18376,2017-06-04 17:00:00,373.0,2517,200.0,2286.0,16093.0,18.3,1015.2,8.3
18377,2017-06-04 18:00:00,357.0,2517,160.0,2896.0,16046.5,18.3,1014.9,8.85
18378,2017-06-04 19:00:00,354.0,2517,140.0,2591.0,16093.0,17.8,1013.8,9.4
18379,2017-06-04 20:00:00,324.0,2517,,3048.0,16093.0,18.3,1012.3,10.6
18380,2017-06-04 21:00:00,322.5,2517,170.0,3048.0,16046.5,18.05,1011.95,10.3
18381,2017-06-04 22:00:00,320.0,2517,170.0,2591.0,16093.0,18.9,1011.4,12.8
18382,2017-06-04 23:00:00,324.5,2517,160.0,2438.0,16093.0,18.3,1011.8,13.3
18383,2017-06-05 00:00:00,322.5,2517,105.0,4572.0,16046.5,17.5,1011.5,13.05
18384,2017-06-05 01:00:00,318.0,2517,50.0,4267.0,16093.0,16.1,1011.1,12.8
18385,2017-06-05 02:00:00,318.5,2517,20.0,3962.0,16093.0,16.1,1010.6,13.3
18386,2017-06-05 03:00:00,315.5,2517,30.0,3962.0,16046.5,16.1,1010.15,13.6
18387,2017-06-05 04:00:00,315.5,2517,20.0,2438.0,12875.0,15.0,5504.95,13.3
18388,2017-06-05 05:00:00,335.5,2517,40.0,3048.0,16093.0,15.0,1008.8,13.9
18389,2017-06-05 06:00:00,354.5,2517,35.0,7455.3333333333,16069.75,15.0,5504.375,13.9
18390,2017-06-05 07:00:00,572.0,2517,40.0,152.0,13679.0,15.3,5503.75,14.15
18391,2017-06-05 08:00:00,643.5,2517,40.0,725.2,12230.6,15.36,8201.3,14.4
18392,2017-06-05 09:00:00,690.0,2517,30.0,152.0,14395.3333333333,15.6,4004.6333333333,14.4
18393,2017-06-05 10:00:00,720.0,2517,40.0,152.0,14484.0,15.6,1007.6,14.4
18394,2017-06-05 11:00:00,729.0,2517,60.0,152.0,6437.0,15.6,1007.6,14.4
18395,2017-06-05 12:00:00,724.0,2517,60.0,152.0,5414.0,15.85,1007.8,14.4
18396,2017-06-05 13:00:00,729.5,2517,50.0,122.0,4828.0,16.7,5504.0,15.0
18397,2017-06-05 14:00:00,729.0,2517,40.0,122.0,4828.0,17.2,1008.1,15.0
18398,2017-06-05 15:00:00,725.0,2517,47.5,152.0,4820.75,17.15,5503.975,15.0
18399,2017-06-05 16:00:00,695.5,2517,50.0,251.5,4425.5,17.3,7751.825,15.0
18400,2017-06-05 17:00:00,630.0,2517,45.0,205.75,4828.0,17.075,7751.875,14.7
18401,2017-06-05 18:00:00,556.5,2517,45.0,274.0,4814.0,17.2,1007.6,15.0
18402,2017-06-05 19:00:00,478.5,2517,40.0,396.3333333333,14483.6666666667,17.8666666667,7002.3333333333,15.3333333333
18403,2017-06-05 20:00:00,449.0,2517,40.0,457.0,16093.0,17.8,1006.7,15.6
18404,2017-06-05 21:00:00,394.5,2517,36.6666666667,411.5,16062.0,17.9666666667,4004.3333333333,15.6
18405,2017-06-05 22:00:00,353.5,2517,40.0,396.0,16093.0,17.8,1006.6,15.6
18406,2017-06-05 23:00:00,332.0,2517,130.0,243.6666666667,11802.0,17.7666666667,7002.3333333333,15.7666666667
18407,2017-06-06 00:00:00,324.0,2517,106.6666666667,183.0,9364.6666666667,17.2,4004.6333333333,15.4
18408,2017-06-06 01:00:00,319.0,2517,60.0,183.0,8047.0,17.2,1006.5,15.0
18409,2017-06-06 02:00:00,317.5,2517,43.3333333333,81.3333333333,1609.6666666667,16.3,7002.1333333333,15.0
18410,2017-06-06 03:00:00,315.0,2517,57.5,142.0,6838.25,16.225,5503.275,14.6
18411,2017-06-06 04:00:00,315.5,2517,50.0,152.0,9656.0,15.0,5503.15,13.3
18412,2017-06-06 05:00:00,325.0,2517,65.0,183.0,14484.0,14.4,5502.9,13.3
18413,2017-06-06 06:00:00,386.0,2517,56.6666666667,213.0,14322.6666666667,14.1,4003.9,13.0333333333
18414,2017-06-06 07:00:00,451.0,2517,60.0,259.0,15288.5,13.9,5502.7,12.5
18415,2017-06-06 08:00:00,507.5,2517,30.0,305.0,16093.0,13.95,5502.65,12.1
18416,2017-06-06 09:00:00,555.0,2517,25.0,366.0,16046.5,13.9,1005.7,11.95
18417,2017-06-06 10:00:00,570.0,2517,30.0,335.0,16093.0,13.3,1006.3,11.7
18418,2017-06-06 11:00:00,570.5,2517,50.0,366.0,16093.0,13.9,1006.8,11.7
18419,2017-06-06 12:00:00,573.0,2517,50.0,427.0,16046.5,13.9,1007.0,11.4
18420,2017-06-06 13:00:00,575.0,2517,40.0,366.0,16093.0,13.3,1007.3,11.1
18421,2017-06-06 14:00:00,578.5,2517,60.0,427.0,16093.0,14.4,1007.6,10.6
18422,2017-06-06 15:00:00,574.5,2517,60.0,488.0,14437.5,13.85,1007.85,10.6
18423,2017-06-06 16:00:00,554.0,2517,50.0,396.25,3420.0,12.85,7752.0,10.825
18424,2017-06-06 17:00:00,508.0,2517,40.0,533.5,4023.0,12.8,5504.25,11.1
18425,2017-06-06 18:00:00,483.0,2517,50.0,655.5,7770.6666666667,13.3333333333,4005.7666666667,11.5
18426,2017-06-06 19:00:00,465.0,2517,50.0,975.0,16093.0,13.9,1009.2,10.6
18427,2017-06-06 20:00:00,418.5,2517,60.0,884.0,16093.0,14.4,5504.6,10.0
18428,2017-06-06 21:00:00,379.5,2517,55.0,732.0,16046.5,14.4,1009.55,9.7
18429,2017-06-06 22:00:00,328.5,2517,70.0,640.0,16093.0,13.9,1010.5,10.0
18430,2017-06-06 23:00:00,317.0,2517,56.6666666667,447.0,13947.6666666667,12.8666666667,7003.8,10.0
18431,2017-06-07 00:00:00,310.5,2517,60.0,457.5,15395.3333333333,12.8666666667,4007.8666666667,10.0
18432,2017-06-07 01:00:00,307.5,2517,30.0,579.0,16093.0,12.2,1012.7,8.9
18433,2017-06-07 02:00:00,308.5,2517,50.0,701.0,16093.0,12.2,1013.4,7.8
18434,2017-06-07 03:00:00,305.5,2517,40.0,640.0,16046.5,11.95,1013.35,7.5
18435,2017-06-07 04:00:00,312.0,2517,25.0,22000.0,16093.0,11.1,7004.4,7.2
18436,2017-06-07 05:00:00,316.0,2517,20.0,564.0,16093.0,11.4,5506.7,7.8
18437,2017-06-07 06:00:00,341.0,2517,25.0,579.0,16046.5,11.7,1013.4,7.8
18438,2017-06-07 07:00:00,386.0,2517,20.0,671.0,16093.0,11.7,1013.3,7.8
18439,2017-06-07 08:00:00,438.0,2517,15.0,914.0,16093.0,11.7,5506.7,7.8
18440,2017-06-07 09:00:00,503.5,2517,20.0,1036.0,16046.5,11.7,1013.65,7.8
18441,2017-06-07 10:00:00,579.0,2517,10.0,1433.0,16093.0,12.2,1014.4,8.3
18442,2017-06-07 11:00:00,585.0,2517,16.6666666667,1189.0,16093.0,12.6666666667,7004.9666666667,8.2
18443,2017-06-07 12:00:00,611.5,2517,25.0,1676.0,16046.5,13.6,1015.3,8.3
18444,2017-06-07 13:00:00,616.0,2517,,1829.0,16093.0,16.1,1015.6,8.3
18445,2017-06-07 14:00:00,625.5,2517,50.0,1524.0,16093.0,16.7,1015.6,9.4
18446,2017-06-07 15:00:00,634.5,2517,55.0,975.0,16046.5,16.4,1015.55,8.85
18447,2017-06-07 16:00:00,611.0,2517,50.0,1676.0,16093.0,17.2,1015.2,9.4
18448,2017-06-07 17:00:00,532.0,2517,50.0,1829.0,16093.0,18.9,1015.1,8.9
18449,2017-06-07 18:00:00,490.0,2517,55.0,4572.0,16046.5,19.15,1015.1,8.6
18450,2017-06-07 19:00:00,473.5,2517,90.0,4572.0,16093.0,20.6,1015.2,7.8
18451,2017-06-07 20:00:00,415.0,2517,60.0,1829.0,16093.0,20.0,1015.5,7.2
18452,2017-06-07 21:00:00,378.0,2517,110.0,22000.0,16046.5,19.7,1015.5,8.05
18453,2017-06-07 22:00:00,356.5,2517,180.0,22000.0,16093.0,19.4,1015.6,9.4
18454,2017-06-07 23:00:00,345.0,2517,,22000.0,16093.0,20.0,1015.7,8.9
18455,2017-06-08 00:00:00,336.5,2517,240.0,22000.0,16046.5,19.45,1015.85,9.15
18456,2017-06-08 01:00:00,310.5,2517,230.0,22000.0,16093.0,18.9,1016.4,9.4
18457,2017-06-08 02:00:00,312.0,2517,220.0,22000.0,16093.0,18.3,1016.4,9.4
18458,2017-06-08 03:00:00,309.0,2517,215.0,22000.0,16046.5,18.05,1016.4,9.4
18459,2017-06-08 04:00:00,308.0,2517,220.0,22000.0,16093.0,17.2,5508.1,10.0
18460,2017-06-08 05:00:00,313.5,2517,280.0,22000.0,16093.0,17.2,1016.0,10.6
18461,2017-06-08 06:00:00,389.0,2517,290.0,22000.0,16046.5,16.95,1016.05,10.3
18462,2017-06-08 07:00:00,554.5,2517,,22000.0,14484.0,15.6,1015.6,10.6
18463,2017-06-08 08:00:00,624.0,2517,,22000.0,16093.0,15.0,1015.6,11.1
18464,2017-06-08 09:00:00,678.5,2517,50.0,22000.0,16046.5,14.7,1015.7,11.65
18465,2017-06-08 10:00:00,715.0,2517,40.0,22000.0,16093.0,15.6,1016.2,11.1
18466,2017-06-08 11:00:00,715.0,2517,60.0,22000.0,16093.0,16.7,1016.5,10.6
18467,2017-06-08 12:00:00,713.5,2517,50.0,14810.0,16046.5,16.4,1016.55,11.4
18468,2017-06-08 13:00:00,702.5,2517,50.0,7620.0,16093.0,16.7,1016.4,12.8
18469,2017-06-08 14:00:00,692.5,2517,40.0,7620.0,16093.0,17.8,1016.3,13.3
18470,2017-06-08 15:00:00,694.0,2517,115.0,7620.0,16046.5,18.9,1016.25,13.3
18471,2017-06-08 16:00:00,670.5,2517,,7620.0,16093.0,20.0,1015.7,10.6
18472,2017-06-08 17:00:00,592.5,2517,110.0,6401.0,16093.0,20.6,1015.0,6.1
18473,2017-06-08 18:00:00,548.5,2517,125.0,6096.0,16046.5,20.0,1014.8,5.55
18474,2017-06-08 19:00:00,517.5,2517,150.0,5182.0,16093.0,19.4,1014.3,7.2
18475,2017-06-08 20:00:00,434.5,2517,140.0,6096.0,16093.0,18.3,1013.4,8.9
18476,2017-06-08 21:00:00,354.0,2517,130.0,6096.0,16046.5,17.75,1012.95,8.05
18477,2017-06-08 22:00:00,342.0,2517,70.0,4572.0,16093.0,17.8,1011.9,3.9
18478,2017-06-08 23:00:00,335.5,2517,40.0,3962.0,16093.0,16.7,1011.2,3.9
18479,2017-06-09 00:00:00,329.5,2517,40.0,4267.0,16046.5,16.4,1010.85,4.45
18480,2017-06-09 01:00:00,305.0,2517,40.0,4572.0,16093.0,16.1,1010.5,6.1
18481,2017-06-09 02:00:00,302.0,2517,40.0,4572.0,16093.0,15.0,1010.1,7.2
18482,2017-06-09 03:00:00,301.5,2517,35.0,4572.0,16046.5,14.7,1009.85,8.05
18483,2017-06-09 04:00:00,305.5,2517,10.0,22000.0,16093.0,13.9,5504.3,10.0
18484,2017-06-09 05:00:00,320.5,2517,40.0,4572.0,16093.0,13.9,1008.2,8.3
18485,2017-06-09 06:00:00,340.5,2517,40.0,4572.0,16046.5,13.9,1007.8,8.6
18486,2017-06-09 07:00:00,481.5,2517,300.0,4572.0,16093.0,14.4,1006.9,9.4
18487,2017-06-09 08:00:00,572.5,2517,,22000.0,16093.0,13.9,1006.8,8.3
18488,2017-06-09 09:00:00,678.0,2517,180.0,22000.0,16046.5,13.9,1006.8,8.3
18489,2017-06-09 10:00:00,704.5,2517,230.0,4572.0,16093.0,15.6,1007.1,7.8
18490,2017-06-09 11:00:00,716.5,2517,230.0,4877.0,16093.0,16.7,1007.1,6.7
18491,2017-06-09 12:00:00,718.0,2517,245.0,7620.0,16046.5,17.5,1007.3,6.4
18492,2017-06-09 13:00:00,724.0,2517,270.0,7620.0,16093.0,20.6,1007.2,6.7
18493,2017-06-09 14:00:00,731.5,2517,300.0,7620.0,16093.0,21.7,1007.5,8.9
18494,2017-06-09 15:00:00,757.0,2517,295.0,7620.0,16046.5,22.5,1007.5,8.9
18495,2017-06-09 16:00:00,724.5,2517,310.0,22000.0,16093.0,25.0,1007.2,9.4
18496,2017-06-09 17:00:00,639.5,2517,300.0,22000.0,16093.0,25.6,1006.9,9.4
18497,2017-06-09 18:00:00,582.0,2517,310.0,22000.0,16046.5,25.6,1006.85,9.4
18498,2017-06-09 19:00:00,548.5,2517,310.0,3048.0,16093.0,26.1,1006.8,9.4
18499,2017-06-09 20:00:00,480.0,2517,330.0,3048.0,16093.0,26.7,1006.6,9.4
18500,2017-06-09 21:00:00,456.5,2517,315.0,22000.0,16046.5,26.95,1006.65,8.3
18501,2017-06-09 22:00:00,451.0,2517,270.0,22000.0,16093.0,27.8,1007.4,7.2
18502,2017-06-09 23:00:00,442.5,2517,260.0,22000.0,16093.0,27.2,1008.3,8.3
18503,2017-06-10 00:00:00,369.5,2517,255.0,22000.0,16046.5,26.95,1008.6,8.3
18504,2017-06-10 01:00:00,338.0,2517,230.0,2896.0,16093.0,26.1,1010.1,8.9
18505,2017-06-10 02:00:00,331.0,2517,240.0,22000.0,16093.0,25.0,1011.0,10.0
18506,2017-06-10 03:00:00,326.0,2517,240.0,22000.0,16046.5,25.0,1011.2,10.0
18507,2017-06-10 04:00:00,322.5,2517,220.0,22000.0,16093.0,23.9,5505.9,10.0
18508,2017-06-10 05:00:00,331.5,2517,,22000.0,16093.0,22.8,1012.1,10.0
18509,2017-06-10 06:00:00,339.0,2517,290.0,22000.0,16046.5,22.25,1012.3,10.3
18510,2017-06-10 07:00:00,372.5,2517,240.0,22000.0,16093.0,21.1,1012.6,10.6
18511,2017-06-10 08:00:00,406.0,2517,,22000.0,16093.0,20.0,1012.6,10.6
18512,2017-06-10 09:00:00,424.0,2517,,14810.0,16046.5,20.0,1012.9,10.85
18513,2017-06-10 10:00:00,422.0,2517,320.0,22000.0,16093.0,22.2,1013.9,10.6
18514,2017-06-10 11:00:00,436.0,2517,280.0,22000.0,16093.0,22.8,1015.2,11.1
18515,2017-06-10 12:00:00,453.0,2517,295.0,14810.0,16046.5,23.05,1015.4,11.65
18516,2017-06-10 13:00:00,449.0,2517,300.0,2743.0,16093.0,23.9,1015.9,12.8
18517,2017-06-10 14:00:00,449.5,2517,,22000.0,16093.0,26.1,1015.6,12.8
18518,2017-06-10 15:00:00,528.5,2517,220.0,22000.0,16046.5,27.2,1015.4,12.25
18519,2017-06-10 16:00:00,557.0,2517,230.0,22000.0,16093.0,28.9,1015.4,11.1
18520,2017-06-10 17:00:00,503.0,2517,200.0,22000.0,16093.0,30.0,1015.2,11.1
18521,2017-06-10 18:00:00,482.5,2517,185.0,22000.0,16046.5,29.7,1014.75,12.2
18522,2017-06-10 19:00:00,474.5,2517,225.0,3048.0,16093.0,30.85,5506.95,11.7
18523,2017-06-10 20:00:00,445.0,2517,230.0,3048.0,16093.0,31.1,1013.7,11.7
18524,2017-06-10 21:00:00,449.0,2517,205.0,3658.0,16046.5,29.7,1013.6,13.65
18525,2017-06-10 22:00:00,449.5,2517,230.0,22000.0,16093.0,30.6,1013.7,12.2
18526,2017-06-10 23:00:00,433.0,2517,230.0,22000.0,16093.0,29.4,1014.6,12.2
18527,2017-06-11 00:00:00,413.5,2517,205.0,14810.0,16046.5,28.3,1014.9,13.3
